Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,1,2,2
2,2,2,2,2,2
3,2,3,3,2,1
4,1,3,2,1,1
5,2,3,1,1,1
6,1,4,2,0,1
7,2,4,1,2,1
8,1,4,2,2,1
9,2,4,1,2,0
10,1,4,2,2,0
11,2,4,3,2,0
12,2,4,3,2,0
13,3,4,3,2,0
14,2,4,4,2,0
15,1,4,4,1,0
