Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,2,2
3,2,0,2,2,2
4,3,0,1,2,2
5,2,2,2,2,2
6,1,3,1,2,2
7,2,2,2,2,1
8,3,3,2,2,0
9,2,3,3,2,2
10,3,3,2,2,2
11,3,4,1,1,1
12,2,4,2,1,1
13,1,4,1,0,0
14,2,4,2,0,0
15,3,4,3,0,0
