Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,2,2,2
2,2,3,1,2,2
3,3,2,2,2,2
4,3,1,3,1,2
5,3,0,3,1,2
6,2,0,2,0,1
7,3,0,1,2,1
8,3,0,0,1,1
9,2,0,0,0,1
10,3,0,0,2,1
11,2,0,0,1,1
12,1,0,0,1,1
13,2,0,0,1,1
14,1,0,0,1,1
15,0,0,0,1,1
