Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,2,3,1,1
2,2,3,2,1,1
3,1,3,1,1,1
4,2,2,2,1,1
5,1,3,1,1,1
6,2,2,2,1,0
7,1,3,3,1,0
8,2,3,3,1,2
9,1,3,2,1,1
10,2,3,1,0,1
11,3,3,2,0,1
12,3,3,1,0,1
13,3,3,2,2,1
14,2,3,1,2,1
15,3,3,2,2,0
