Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,2,2,2
2,2,3,3,1,2
3,1,3,2,1,2
4,2,2,3,0,2
5,3,3,2,0,2
6,3,3,3,2,2
7,2,3,2,2,2
8,3,3,1,1,2
9,2,3,2,1,2
10,3,3,3,1,1
11,2,3,2,1,1
12,1,3,1,1,1
13,2,3,0,1,1
14,3,3,0,1,1
15,2,3,0,0,1
