Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,3,1,1
2,2,4,3,1,1
3,1,4,2,1,1
4,2,4,1,1,0
5,1,4,2,1,0
6,2,4,3,1,0
7,1,4,3,1,2
8,2,4,2,1,2
9,1,4,1,1,1
10,2,4,2,1,1
11,1,4,1,1,1
12,2,4,2,1,1
13,1,4,1,1,0
14,2,4,2,1,2
15,1,4,2,0,2
