Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,1,3,2,2
3,3,0,3,2,2
4,3,0,2,2,1
5,3,0,1,2,0
6,2,0,2,2,2
7,3,0,1,2,2
8,2,0,2,2,2
9,3,0,1,2,2
10,2,0,1,2,2
11,1,0,0,1,2
12,1,0,0,1,2
13,2,0,0,1,2
14,1,0,0,1,2
15,0,0,0,1,2
