Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,1,2
3,2,0,2,0,2
4,3,0,2,2,2
5,3,0,1,2,2
6,3,0,2,2,2
7,2,0,1,2,2
8,2,0,2,2,2
9,3,2,2,2,2
10,3,3,1,2,2
11,2,4,2,1,1
12,1,4,1,1,1
13,0,4,0,1,1
14,2,4,0,1,1
15,1,4,0,1,1
