Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,3,1,2
2,0,3,2,1,1
3,0,3,1,1,1
4,0,3,0,1,1
5,0,2,0,1,1
6,2,1,0,1,1
7,3,0,2,1,1
8,2,0,1,1,1
9,1,0,0,1,1
10,0,0,0,1,1
11,2,0,0,1,1
12,1,0,0,1,1
13,0,0,0,1,1
14,0,2,0,1,1
15,0,2,2,1,0
