Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,1,2
3,2,0,2,0,1
4,3,2,1,2,1
5,2,3,0,2,1
6,3,2,0,2,0
7,2,3,0,2,0
8,1,3,0,2,0
9,0,3,0,2,2
10,0,2,0,1,1
11,0,1,0,0,1
12,0,2,0,0,1
13,0,3,0,0,1
14,0,3,0,0,1
15,0,3,2,0,1
