Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,2,2
3,2,0,2,2,2
4,1,0,1,1,1
5,0,2,0,0,1
6,0,3,0,0,0
7,0,3,0,0,2
8,0,3,0,2,1
9,0,3,0,2,1
10,2,2,0,2,1
11,3,1,0,1,1
12,3,0,0,0,1
13,3,0,0,0,1
14,3,0,0,0,1
15,4,2,0,2,1
