Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,1
2,3,0,4,2,1
3,2,0,4,2,1
4,1,0,4,2,1
5,2,0,4,2,1
6,1,2,4,2,1
7,0,3,4,2,0
8,0,3,4,2,2
9,0,2,4,2,1
10,2,2,4,2,1
11,3,1,4,2,1
12,3,0,4,2,1
13,2,0,4,2,1
14,1,0,4,2,1
15,2,0,4,2,1
