Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,1,1
2,3,0,3,1,1
3,2,2,2,1,0
4,1,3,3,0,2
5,2,3,2,2,1
6,3,3,1,2,1
7,2,3,0,2,1
8,3,3,0,2,1
9,2,3,0,1,1
10,2,3,0,1,1
11,3,3,0,1,1
12,2,3,0,1,1
13,1,3,2,0,1
14,2,4,1,2,0
15,1,4,2,2,2
