Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,2,1
3,3,0,2,2,1
4,3,0,1,2,1
5,2,0,2,2,1
6,1,0,1,1,1
7,2,2,2,1,1
8,1,3,2,0,0
9,2,3,3,2,0
10,3,3,3,2,0
11,2,3,3,2,0
12,3,3,3,2,0
13,2,3,3,2,2
14,1,3,2,2,2
15,2,2,3,1,2
