Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,1,1,2
2,0,3,0,1,2
3,0,2,0,1,2
4,0,1,0,0,2
5,0,2,0,0,2
6,0,3,2,0,2
7,0,3,1,2,2
8,0,3,0,1,2
9,0,3,0,0,1
10,2,3,0,2,1
11,1,3,0,2,1
12,1,3,2,2,0
13,0,3,3,2,2
14,0,3,2,2,1
15,0,3,1,2,1
