Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,1
2,3,1,3,1,1
3,3,0,3,0,1
4,4,2,2,2,0
5,4,3,3,2,2
6,4,3,2,2,1
7,4,4,1,1,1
8,4,4,2,1,1
9,4,4,1,1,0
10,4,4,2,1,0
11,4,4,3,1,0
12,4,4,3,1,0
13,4,4,4,1,2
14,4,4,4,1,2
15,4,4,4,1,2
