Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,2
2,3,3,1,2,2
3,3,2,2,2,2
4,3,1,3,2,1
5,3,0,3,2,1
6,2,0,3,1,0
7,1,0,3,0,2
8,2,0,2,2,2
9,2,0,1,2,1
10,1,0,2,2,1
11,0,2,3,2,1
12,0,3,2,2,1
13,0,3,3,2,1
14,0,3,2,2,1
15,0,3,3,2,1
