Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,2,3,2,1,2
2,2,3,3,0,1
3,3,3,4,2,1
4,2,3,4,1,1
5,2,3,4,0,1
6,3,3,4,0,0
7,3,4,4,2,0
8,2,4,4,2,0
9,2,4,4,1,2
10,1,4,4,1,2
11,1,4,4,0,2
12,2,4,4,0,2
13,3,4,4,2,2
14,2,4,4,2,2
15,1,4,4,2,2
