Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,2,3,2,2
2,2,3,2,2,2
3,3,3,2,2,1
4,2,3,1,2,1
5,3,2,2,1,1
6,2,3,1,1,1
7,2,3,2,1,0
8,1,3,3,1,2
9,2,3,2,1,1
10,3,3,2,1,1
11,2,4,1,1,1
12,2,4,0,1,0
13,2,4,0,0,0
14,3,4,0,2,2
15,2,4,0,2,2
