Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,1
2,2,3,2,2,1
3,1,3,1,2,0
4,2,3,2,2,2
5,3,3,1,2,1
6,2,3,0,2,1
7,3,2,0,2,1
8,2,3,0,2,1
9,1,3,0,1,0
10,2,4,0,1,2
11,1,4,0,1,2
12,0,4,0,1,2
13,2,4,0,1,2
14,2,4,0,1,2
15,1,4,0,1,2
