Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,2
2,3,3,1,2,1
3,3,2,2,2,1
4,3,3,1,2,0
5,2,3,2,2,0
6,3,3,3,1,0
7,3,3,3,1,2
8,3,3,3,1,1
9,2,3,2,1,0
10,1,3,3,1,0
11,2,3,3,1,2
12,3,4,2,1,2
13,2,4,1,1,2
14,2,4,1,1,1
15,1,4,0,1,1
