Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,2
2,2,3,2,2,2
3,3,3,1,2,2
4,2,3,2,1,2
5,1,3,1,1,1
6,2,2,2,0,1
7,3,3,1,0,0
8,3,3,2,0,2
9,3,3,3,0,2
10,4,4,3,2,2
11,4,4,3,2,1
12,4,4,2,2,1
13,4,4,2,2,0
14,4,4,3,2,0
15,4,4,3,2,2
