Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,2,2,2
2,0,3,1,1,2
3,0,2,2,0,1
4,0,3,3,2,1
5,0,3,3,2,0
6,0,3,3,2,2
7,0,3,3,2,2
8,0,4,2,2,1
9,0,4,1,2,1
10,0,4,2,2,1
11,0,4,1,2,0
12,0,4,2,2,2
13,0,4,1,2,1
14,0,4,0,2,1
15,0,4,0,2,1
