Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,2,1
3,2,0,2,2,1
4,3,0,3,2,1
5,3,0,2,2,1
6,2,0,1,2,1
7,1,0,0,1,1
8,0,2,0,1,1
9,0,1,0,0,1
10,0,2,0,0,1
11,0,3,0,2,0
12,2,4,0,2,0
13,1,4,0,2,2
14,0,4,0,2,2
15,0,4,0,2,2
