Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,1,2
2,2,3,2,0,2
3,3,3,1,2,1
4,3,3,2,2,1
5,2,3,1,2,1
6,1,3,0,2,1
7,0,3,0,2,0
8,0,3,0,2,2
9,0,3,0,2,2
10,0,2,0,1,1
11,0,1,0,1,0
12,0,2,0,1,0
13,0,3,0,1,0
14,0,3,0,1,0
15,0,3,0,1,0
