Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,2
2,3,3,0,1,2
3,2,3,0,1,1
4,1,3,0,1,1
5,0,3,0,1,1
6,0,2,0,1,0
7,0,3,0,0,2
8,0,3,0,2,1
9,0,2,0,2,1
10,0,1,0,2,1
11,0,0,0,2,1
12,0,0,0,2,1
13,0,2,0,2,1
14,0,1,0,2,0
15,0,2,0,2,0
