Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,1
2,3,0,3,2,1
3,2,0,3,2,0
4,1,0,3,2,2
5,2,0,2,2,2
6,1,0,1,2,2
7,2,2,2,2,2
8,3,1,3,2,2
9,3,0,3,1,2
10,2,2,2,1,2
11,3,1,3,1,1
12,3,0,4,1,1
13,2,0,4,0,1
14,3,0,4,0,1
15,3,0,4,0,1
