Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,2,2,2
2,0,3,3,2,1
3,0,3,3,1,1
4,2,3,2,1,0
5,3,3,3,0,0
6,3,3,3,2,0
7,2,3,3,2,2
8,1,3,2,2,1
9,0,3,1,2,1
10,0,3,0,2,1
11,0,2,0,2,1
12,0,1,0,2,1
13,2,0,0,2,1
14,1,0,0,2,1
15,1,0,0,1,1
