Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,1,1,2
2,2,2,2,1,2
3,1,3,3,1,2
4,2,3,2,0,1
5,3,3,1,0,1
6,3,3,2,2,0
7,2,3,3,1,0
8,1,4,4,0,2
9,2,4,4,0,2
10,3,4,4,0,2
11,3,4,4,2,2
12,2,4,4,1,2
13,2,4,4,0,2
14,3,4,4,0,2
15,3,4,4,2,2
