Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,1,3,1,2
3,3,0,3,0,2
4,3,0,2,2,2
5,2,0,3,2,2
6,1,0,2,1,1
7,2,0,1,1,0
8,2,0,2,0,2
9,3,0,3,0,2
10,3,0,3,0,1
11,3,0,2,0,1
12,4,0,1,2,1
13,4,2,2,2,1
14,4,3,1,2,0
15,4,3,2,2,0
