Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,2,3,3,2,2
2,1,3,2,2,1
3,2,3,1,2,0
4,1,3,2,1,2
5,1,3,1,1,2
6,1,4,2,0,1
7,2,4,1,0,0
8,3,4,2,2,2
9,2,4,1,1,1
10,1,4,2,1,1
11,0,4,1,1,1
12,0,4,2,1,1
13,0,4,1,1,1
14,0,4,2,1,1
15,0,4,1,1,0
