Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,1
2,3,1,4,2,0
3,3,2,4,1,2
4,3,3,4,1,2
5,2,3,4,1,2
6,1,3,4,0,2
7,2,3,4,0,2
8,3,3,4,0,2
9,3,3,4,0,2
10,3,3,4,0,2
11,4,3,4,0,2
12,4,3,4,0,1
13,4,4,4,0,1
14,4,4,4,2,1
15,4,4,4,2,1
