Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,1,1
2,3,4,0,1,1
3,2,4,0,0,1
4,3,4,0,2,1
5,2,4,0,2,1
6,1,4,0,1,1
7,0,4,0,0,1
8,0,4,0,2,1
9,0,4,2,2,1
10,0,4,1,2,0
11,0,4,2,2,0
12,2,4,3,2,0
13,2,4,4,2,0
14,1,4,4,1,0
15,0,4,4,1,2
