Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,1,1,1
2,1,3,0,0,1
3,2,3,0,0,1
4,3,3,0,0,1
5,3,3,0,0,1
6,3,3,2,2,0
7,3,3,3,1,0
8,2,4,3,1,2
9,1,4,2,1,1
10,1,4,1,1,0
11,0,4,2,1,2
12,0,4,1,1,2
13,0,4,0,1,2
14,0,4,0,1,2
15,0,4,0,1,2
