Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,2,3,2,2
2,3,1,4,1,1
3,3,0,4,1,0
4,2,0,4,0,2
5,3,0,4,2,2
6,3,0,4,1,2
7,2,0,4,0,2
8,3,0,4,0,2
9,3,0,4,2,2
10,2,0,4,1,2
11,3,0,4,1,2
12,2,0,4,0,2
13,3,0,4,0,2
14,3,0,4,0,2
15,3,0,4,0,2
