Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,3,2,2
2,2,3,3,2,1
3,1,3,2,2,1
4,2,2,3,2,1
5,1,3,3,2,1
6,2,3,2,2,0
7,1,3,3,1,2
8,2,3,2,0,2
9,3,3,3,0,1
10,3,3,2,2,1
11,2,3,1,2,1
12,1,3,2,2,0
13,2,3,3,1,2
14,1,3,3,1,1
15,2,3,2,1,1
