Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,4,2,2
3,2,0,4,2,2
4,1,0,4,1,2
5,1,2,4,1,2
6,0,3,4,0,1
7,0,3,4,0,1
8,2,3,4,0,0
9,3,3,4,2,2
10,2,3,4,2,2
11,1,3,4,2,2
12,0,3,4,2,1
13,0,2,4,2,0
14,0,3,4,2,0
15,0,3,4,2,0
