Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,4,2,2
3,2,0,4,2,2
4,1,2,4,2,2
5,0,3,4,2,1
6,0,2,4,2,0
7,0,3,4,1,0
8,2,3,4,1,2
9,1,3,4,1,2
10,2,2,4,0,2
11,3,3,4,0,1
12,3,4,4,0,0
13,4,4,4,0,0
14,4,4,4,2,0
15,4,4,4,2,0
