Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,1,2,2
2,2,3,2,2,1
3,3,3,3,2,1
4,2,3,2,2,1
5,3,3,2,2,0
6,2,3,3,2,0
7,3,3,3,2,2
8,2,3,2,2,2
9,1,3,3,2,1
10,2,3,2,1,0
11,1,4,3,1,0
12,2,4,3,1,2
13,1,4,2,1,1
14,2,4,2,1,1
15,2,4,1,0,1
