Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,1,2
3,2,2,2,1,2
4,1,3,3,0,2
5,2,3,3,2,2
6,2,3,2,2,2
7,3,2,3,2,2
8,4,3,2,2,2
9,4,2,3,2,1
10,4,1,3,2,1
11,4,0,3,1,0
12,4,0,4,1,0
13,4,0,4,1,2
14,4,0,4,1,2
15,4,0,4,1,2
