Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,1,1
2,2,3,0,1,1
3,1,3,0,1,0
4,2,3,0,1,2
5,1,3,0,0,1
6,2,3,0,2,1
7,2,3,0,1,0
8,2,3,0,1,0
9,1,3,0,0,0
10,2,3,0,2,2
11,1,3,0,2,2
12,2,2,0,2,1
13,3,1,0,1,1
14,3,0,0,1,1
15,3,0,0,0,1
