Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,2,3,2,2
2,3,2,4,1,2
3,3,3,4,1,2
4,2,3,4,0,2
5,3,3,4,0,1
6,3,3,4,0,1
7,4,3,4,0,1
8,4,3,4,0,1
9,4,3,4,0,0
10,4,3,4,0,0
11,4,3,4,2,0
12,4,3,4,2,0
13,4,3,4,2,2
14,4,2,4,1,1
15,4,1,4,1,1
