Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,1,2,2
2,0,3,0,2,2
3,0,3,0,2,2
4,0,3,0,2,2
5,0,2,0,1,2
6,0,1,0,1,1
7,2,0,0,0,0
8,3,0,0,2,0
9,2,0,0,2,0
10,2,0,0,2,0
11,2,2,0,2,0
12,1,3,0,2,0
13,1,3,0,2,2
14,0,3,0,2,2
15,0,2,0,1,2
