Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,2,3,1,2,1
2,1,3,0,2,1
3,0,3,0,1,1
4,0,3,0,1,1
5,0,2,0,0,0
6,0,3,0,2,0
7,0,3,0,2,2
8,0,2,0,2,1
9,0,2,0,2,0
10,0,3,0,2,2
11,0,2,0,2,1
12,0,1,0,2,0
13,0,2,0,2,0
14,0,3,0,1,0
15,0,3,0,1,2
