Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,3,1,2,2
2,3,3,0,1,2
3,3,2,0,1,2
4,2,3,0,1,2
5,1,3,0,1,2
6,2,3,0,1,2
7,3,2,0,1,2
8,2,3,0,1,2
9,3,3,0,1,1
10,3,2,0,1,0
11,2,3,0,1,0
12,3,3,2,1,0
13,2,3,3,1,2
14,1,3,3,1,2
15,1,3,2,1,1
