Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,1,3,2,2
2,3,0,3,2,1
3,2,0,2,2,0
4,3,0,3,2,2
5,2,0,2,2,2
6,2,0,1,2,2
7,3,0,0,2,2
8,2,0,0,2,2
9,1,0,0,1,2
10,0,2,0,1,2
11,0,1,0,1,1
12,0,1,0,1,0
13,0,2,2,1,0
14,0,3,3,1,0
15,2,3,3,0,2
