Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,3,2,3,2,2
2,3,2,4,2,2
3,2,3,4,2,2
4,2,3,4,1,1
5,1,4,4,1,1
6,0,4,4,1,1
7,0,4,4,1,1
8,0,4,4,1,1
9,2,4,4,1,1
10,1,4,4,0,1
11,2,4,4,0,1
12,3,4,4,0,1
13,4,4,4,2,1
14,4,4,4,2,1
15,4,4,4,2,1
